STOCK MOLDES TROQUEL,,,,,STOCK MOLDES TROQUEL FARMACEUTICO,,,,,STOCK MOLDES TROQUEL INDUSTRIAL,,,,,STOCK MOLDES INNPACK CORRUGADO,,,,,
NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,PERFIL,,NP / MOLDE,CLIENTE,RACK,OBSERVACIONES,PERFIL,
6993,ALPES,50,,,,,,,,,,,,,,,,,,
14882,SALMONES MULTI X,50,,,,,,,,,,,,,,,,,,
13771,SALMONES MULTI X,50,,,,,,,,,,,,,,,,,,
4754,CIA PISQUERA,50,,,,,,,,,,,,,,,,,,
4753,DIAGEO,50,,,,,,,,,,,,,,,,,,
6869,MICA,50,,,,,,,,,,,,,,,,,,
13333,DENTAID,50,,,,,,,,,,,,,,,,,,
5142,DENTAID,50,,,,,,,,,,,,,,,,,,
3288,BLUNDING,50,,,,,,,,,,,,,,,,,,
5235,NOVARTIS,51,,,,,,,,,,,,,,,,,,
1884,FAJA,51,,,,,,,,,,,,,,,,,,
1854,BRANDY BOTELLA,51,,,,,,,,,,,,,,,,,,
1854,BRANDY BOTELLA,51,,,,,,,,,,,,,,,,,,
8876,CONCHA Y TORO,51,,,,,,,,,,,,,,,,,,
8814,VIÑA CDF JELL,51,,,,,,,,,,,,,,,,,,
6961,DIAGEO,51,,,,,,,,,,,,,,,,,,
9974,PESQUERA TRANS ATLANTIC,51,,,,,,,,,,,,,,,,,,
13518,DIAGEO,51,,,,,,,,,,,,,,,,,,
2138,PETRIZZIO,51,,,,,,,,,,,,,,,,,,
5731,BAGO,51,,,,,,,,,,,,,,,,,,
16468,SOUTH WIND,38,,,,,,,,,,,,,,,,,,
11756,NOVA VERDE,52,,,,,,,,,,,,,,,,,,
15513,PERNOD,53,,,,,,,,,,,,,,,,,,
13178,DENTAID,52,,,,,,,,,,,,,,,,,,
13111,ELANCO,52,,,,,,,,,,,,,,,,,,
13185,CHILE XPRESS,52,,,,,,,,,,,,,,,,,,
6869,ABBOT,52,,,,,,,,,,,,,,,,,,
11561,VIÑA KOYLE,52,,,,,,,,,,,,,,,,,,
11548,SAN PEDRO,52,,,,,,,,,,,,,,,,,,
4743,CERVECERIA,52,,,,,,,,,,,,,,,,,,
15302,NOVARTIS,38,,,,,,,,,,,,,,,,,,
15207,PAPA JOHNS,53,,,,,,,,,,,,,,,,,,
12954,DIAGEO,53,,,,,,,,,,,,,,,,,,
12682,DIAGEO,53,,,,,,,,,,,,,,,,,,
12247,PAPA JOHNS,53,,,,,,,,,,,,,,,,,,
12862,CAROZZI,53,,,,,,,,,,,,,,,,,,
12842,SALMONES MULTI X,53,,,,,,,,,,,,,,,,,,
1512,ENTEL,53,,,,,,,,,,,,,,,,,,
12205,SYNTHON,53,,,,,,,,,,,,,,,,,,
12577,CAROZZI,53,,,,,,,,,,,,,,,,,,
11091,VIU MANENT,53,,,,,,,,,,,,,,,,,,
15053,DIAGEO,38,,,,,,,,,,,,,,,,,,
15227,SALMONES MULTI X,53,,,,,,,,,,,,,,,,,,
14603,SALMONES MULTI X,53,,,,,,,,,,,,,,,,,,
14503,DACCARETT,53,,,,,,,,,,,,,,,,,,
5137,CASAS PATRONALES,53,,,,,,,,,,,,,,,,,,
13950,KNOP,53,,,,,,,,,,,,,,,,,,
12905,DIAGEO,53,,,,,,,,,,,,,,,,,,
12971,NOVARTIS,53,,,,,,,,,,,,,,,,,,
12961,NOVARTIS,53,,,,,,,,,,,,,,,,,,
3209,PHARMA INVESTI,54,,,,,,,,,,,,,,,,,,
3720,PHARMA INVESTI,54,,,,,,,,,,,,,,,,,,
4020,PHARMA INVESTI,54,,,,,,,,,,,,,,,,,,
1932,ENTEL,54,,,,,,,,,,,,,,,,,,
2092,CHILE REPO,54,,,,,,,,,,,,,,,,,,
15394,CAROZZI,54,,,,,,,,,,,,,,,,,,
7127,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
7128,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
8201,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
2106,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
10425,TORRES,54,,,,,,,,,,,,,,,,,,
1258,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
5272,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
1871,MIGUEL TORRES,54,,,,,,,,,,,,,,,,,,
8603,ARZTIA,54,,,,,,,,,,,,,,,,,,
10194,KNOP,54,,,,,,,,,,,,,,,,,,
9439,KNOP,54,,,,,,,,,,,,,,,,,,
2345,KNOP,54,,,,,,,,,,,,,,,,,,
19346,DAVIS,54,,,,,,,,,,,,,,,,,,
19127,CAROZZI,54,,,,,,,,,,,,,,,,,,
19351,SYNTHON,54,,,,,,,,,,,,,,,,,,
19384,APOSTOLES,54,,,,,,,,,,,,,,,,,,
M000094,BLUNDING,54,P007604,,,,,,,,,,,,,,,,,
M000120 / 19372,BAGO,54,,,,,,,,,,,,,,,,,,
19266,PETRIZZIO,54,,,,,,,,,,,,,,,,,,
19197,BIOSANO,54,,,,,,,,,,,,,,,,,,
M000033 / 19158,EXTREMO SUR,54,,,,,,,,,,,,,,,,,,
19177,SYNTHON,54,,,,,,,,,,,,,,,,,,
19215,RECALCINE,54,,,,,,,,,,,,,,,,,,
19237,APOSTOLES,54,,,,,,,,,,,,,,,,,,
M000059,LOGISTIC,54,P006720,,,,,,,,,,,,,,,,,
14837,FARET,54,,,,,,,,,,,,,,,,,,
19240,APOSTOLES,54,,,,,,,,,,,,,,,,,,
19267,SAVAL,54,,,,,,,,,,,,,,,,,,
19239,BAGO,54,,,,,,,,,,,,,,,,,,
19281,RECALCINE,54,,,,,,,,,,,,,,,,,,
19247,NOVARTIS,54,,,,,,,,,,,,,,,,,,
19298,SAVAL,54,,,,,,,,,,,,,,,,,,
19262,PETRIZZIO,54,,,,,,,,,,,,,,,,,,
18313,LEVADURA COLLICO,54,P002447,,,,,,,,,,,,,,,,,
19340,PRIMERA PUERTA,54,,,,,,,,,,,,,,,,,,
M000076 / 19289,ICB,52,P003429,,,,,,,,,,,,,,,,,
19256,PETRIZZIO,54,,,,,,,,,,,,,,,,,,
1521,ENTEL,55,,,,,,,,,,,,,,,,,,
1825,ENTEL,55,,,,,,,,,,,,,,,,,,
4421,ENTEL,55,,,,,,,,,,,,,,,,,,
2422,ENTEL,55,,,,,,,,,,,,,,,,,,
1511,ENTEL,55,,,,,,,,,,,,,,,,,,
1514,ENTEL,55,,,,,,,,,,,,,,,,,,
3201,ENTEL,55,,,,,,,,,,,,,,,,,,
15403,PRIMERA PUERTA,55,,,,,,,,,,,,,,,,,,
12160,VENTANAS,55,,,,,,,,,,,,,,,,,,
15054,DIAGEO,55,,,,,,,,,,,,,,,,,,
14320,CHILE XPRESS,55,,,,,,,,,,,,,,,,,,
6203,PERNOD,55,,,,,,,,,,,,,,,,,,
12161,DENTAID,55,,,,,,,,,,,,,,,,,,
14491,CAFE DO BRASIL,55,,,,,,,,,,,,,,,,,,
12227,BARON PHILLIPPE,55,,,,,,,,,,,,,,,,,,
10414,NOVARTIS,55,,,,,,,,,,,,,,,,,,
10270,NOVARTIS,55,,,,,,,,,,,,,,,,,,
4239,NOVARTIS,55,,,,,,,,,,,,,,,,,,
12717,NOVARTIS,55,,,,,,,,,,,,,,,,,,
8721,NOVARTIS,55,,,,,,,,,,,,,,,,,,
14731,NOVARTIS,55,,,,,,,,,,,,,,,,,,
1848,NOVARTIS,55,,,,,,,,,,,,,,,,,,
18969,KNOP,55,,,,,,,,,,,,,,,,,,
18966,AXON,55,,,,,,,,,,,,,,,,,,
18986,AGRICOLA LLAHUEN,55,,,,,,,,,,,,,,,,,,
18956,AGROMERCE,55,,,,,,,,,,,,,,,,,,
18997,DIAGEO,55,,,,,,,,,,,,,,,,,,
17461,DAVIS,55,,,,,,,,,,,,,,,,,,
18980,DAVIS,55,,,,,,,,,,,,,,,,,,
18976,UNILEVER,55,,,,,,,,,,,,,,,,,,
19045,RESTO MARKET,55,,,,,,,,,,,,,,,,,,
19009,ZOETIS,55,,,,,,,,,,,,,,,,,,
18973,ABBOT,55,,,,,,,,,,,,,,,,,,
18126,SADOR,55,,,,,,,,,,,,,,,,,,
16279,CAROZZI,55,,,,,,,,,,,,,,,,,,
2947,NOVARTIS,55,,,,,,,,,,,,,,,,,,
19074,BIOSANO,55,,,,,,,,,,,,,,,,,,
18960,SYNTHON,55,,,,,,,,,,,,,,,,,,
18959,SYNTHON,55,,,,,,,,,,,,,,,,,,
18953,RECALCINE,55,,,,,,,,,,,,,,,,,,
18972,DOLE,55,,,,,,,,,,,,,,,,,,
18939,ICB,55,,,,,,,,,,,,,,,,,,
18933,BAGO,55,,,,,,,,,,,,,,,,,,
18895,BIOSANO,55,,,,,,,,,,,,,,,,,,
M000034,BAGO,55,,,,,,,,,,,,,,,,,,
M000030,RECALCINE,55,,,,,,,,,,,,,,,,,,
19139,SYNTHON,55,,,,,,,,,,,,,,,,,,
19035,BLUNDING,55,,,,,,,,,,,,,,,,,,
19079,CAROZZI,54,P001383,,,,,,,,,,,,,,,,,
19039,GENOMMA,55,,,,,,,,,,,,,,,,,,
19036,BLUNDING,55,,,,,,,,,,,,,,,,,,
19082,AG SERVICIOS,55,,,,,,,,,,,,,,,,,,
19121,NOVARTIS,55,,,,,,,,,,,,,,,,,,
19100,BAGO,55,,,,,,,,,,,,,,,,,,
M000390,MULTI X,55,,,,,,,,,,,,,,,,,,
13920,NOVARTIS,55,,,,,,,,,,,,,,,,,,
8890,NOVARTIS,56,,,,,,,,,,,,,,,,,,
15038,NOVARTIS,56,,,,,,,,,,,,,,,,,,
9570,NOVARTIS,56,,,,,,,,,,,,,,,,,,
5725,NOVARTIS,56,,,,,,,,,,,,,,,,,,
5208,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4022,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3177,NOVARTIS,56,,,,,,,,,,,,,,,,,,
2159,NOVARTIS,56,,,,,,,,,,,,,,,,,,
5154,NOVARTIS,56,,,,,,,,,,,,,,,,,,
2536,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4840,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4834,NOVARTIS,56,,,,,,,,,,,,,,,,,,
8562,NOVARTIS,56,,,,,,,,,,,,,,,,,,
1425,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3235,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3529,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3500,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3409,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3413,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3414,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3686,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3569,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3968,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3710,NOVARTIS,56,,,,,,,,,,,,,,,,,,
3973,NOVARTIS,56,,,,,,,,,,,,,,,,,,
46209,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4710,NOVARTIS,56,,,,,,,,,,,,,,,,,,
2538,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4205,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4656,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4538,NOVARTIS,56,,,,,,,,,,,,,,,,,,
4417,NOVARTIS,56,,,,,,,,,,,,,,,,,,
14412,ID LOGISTIC,56,,,,,,,,,,,,,,,,,,
7441,PETRIZZIO MICA,56,,,,,,,,,,,,,,,,,,
11128,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2526,NOVARTIS,57,,,,,,,,,,,,,,,,,,
9020,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2453,NOVARTIS,57,,,,,,,,,,,,,,,,,,
7549,NOVARTIS,57,,,,,,,,,,,,,,,,,,
5580,NOVARTIS,57,,,,,,,,,,,,,,,,,,
13882,NOVARTIS,57,,,,,,,,,,,,,,,,,,
PRUEBA,NOVARTIS,57,,,,,,,,,,,,,,,,,,
3263,NOVARTIS,57,,,,,,,,,,,,,,,,,,
8306,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2296,NOVARTIS,57,,,,,,,,,,,,,,,,,,
5231,NOVARTIS,57,,,,,,,,,,,,,,,,,,
7466,NOVARTIS,57,,,,,,,,,,,,,,,,,,
3474,NOVARTIS,57,,,,,,,,,,,,,,,,,,
484,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2095,NOVARTIS,57,,,,,,,,,,,,,,,,,,
3065,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2898,NOVARTIS,57,,,,,,,,,,,,,,,,,,
4634,NOVARTIS,57,,,,,,,,,,,,,,,,,,
9021,NOVARTIS,57,,,,,,,,,,,,,,,,,,
10579,NOVARTIS,57,,,,,,,,,,,,,,,,,,
10492,NOVARTIS,57,,,,,,,,,,,,,,,,,,
5377,NOVARTIS,57,,,,,,,,,,,,,,,,,,
5376,NOVARTIS,57,,,,,,,,,,,,,,,,,,
1670,NOVARTIS,57,,,,,,,,,,,,,,,,,,
3693,NOVARTIS,57,,,,,,,,,,,,,,,,,,
10494,NOVARTIS,57,,,,,,,,,,,,,,,,,,
10495,NOVARTIS,57,,,,,,,,,,,,,,,,,,
8193,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2778,NOVARTIS,57,,,,,,,,,,,,,,,,,,
893,NOVARTIS,57,,,,,,,,,,,,,,,,,,
5020,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2084,NOVARTIS,57,,,,,,,,,,,,,,,,,,
2524,NOVARTIS,57,,,,,,,,,,,,,,,,,,
11795,ALPES,57,,,,,,,,,,,,,,,,,,
8428,NOVARTIS,58,,,,,,,,,,,,,,,,,,
13920,NOVARTIS,58,,,,,,,,,,,,,,,,,,
4808,NOVARTIS,58,,,,,,,,,,,,,,,,,,
4807,NOVARTIS,58,,,,,,,,,,,,,,,,,,
5362,NOVARTIS,58,,,,,,,,,,,,,,,,,,
11898,NOVARTIS,58,,,,,,,,,,,,,,,,,,
5568,NOVARTIS,58,,,,,,,,,,,,,,,,,,
7887,NOVARTIS,58,,,,,,,,,,,,,,,,,,
9044,NOVARTIS,58,,,,,,,,,,,,,,,,,,
3249,NOVARTIS,58,,,,,,,,,,,,,,,,,,
3833,NOVARTIS,58,,,,,,,,,,,,,,,,,,
9333,NOVARTIS,58,,,,,,,,,,,,,,,,,,
10103,NOVARTIS,58,,,,,,,,,,,,,,,,,,
11539,NOVARTIS,58,,,,,,,,,,,,,,,,,,
8892,NOVARTIS,58,,,,,,,,,,,,,,,,,,
2320,NOVARTIS,58,,,,,,,,,,,,,,,,,,
9611,NOVARTIS,58,,,,,,,,,,,,,,,,,,
3684,NOVARTIS,58,,,,,,,,,,,,,,,,,,
5155,NOVARTIS,58,,,,,,,,,,,,,,,,,,
3704,NOVARTIS,58,,,,,,,,,,,,,,,,,,
3007,NOVARTIS,58,,,,,,,,,,,,,,,,,,
2329,NOVARTIS,58,,,,,,,,,,,,,,,,,,
3065,NOVARTIS,58,,,,,,,,,,,,,,,,,,
7995,NOVARTIS,58,,,,,,,,,,,,,,,,,,
14174,FRAMBERRY,58,,,,,,,,,,,,,,,,,,
12580,ENTEL,58,,,,,,,,,,,,,,,,,,
10493,NOVARTIS,58,,,,,,,,,,,,,,,,,,
7882,NOVARTIS,58,,,,,,,,,,,,,,,,,,
7888,NOVARTIS,58,,,,,,,,,,,,,,,,,,
4858,SYNTHON,58,,,,,,,,,,,,,,,,,,
3118,NOVARTIS,58,,,,,,,,,,,,,,,,,,
6413,NOVARTIS,58,,,,,,,,,,,,,,,,,,
6412,NOVARTIS,58,,,,,,,,,,,,,,,,,,
7906,NOVARTIS,58,,,,,,,,,,,,,,,,,,
1201,NOVARTIS,58,,,,,,,,,,,,,,,,,,
1033,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1003,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1032,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2083,NOVARTIS,59,,,,,,,,,,,,,,,,,,
3176,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1117,NOVARTIS,59,,,,,,,,,,,,,,,,,,
3198,NOVARTIS,59,,,,,,,,,,,,,,,,,,
9722,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1386,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1363,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1465,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1599,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1584,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1552,NOVARTIS,59,,,,,,,,,,,,,,,,,,
4635,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1408,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1805,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1806,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2326,NOVARTIS,59,,,,,,,,,,,,,,,,,,
1678,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2025,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2017,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2534,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2094,NOVARTIS,59,,,,,,,,,,,,,,,,,,
4332,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2352,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2319,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2451,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2519,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2515,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2085,NOVARTIS,59,,,,,,,,,,,,,,,,,,
3181,NOVARTIS,59,,,,,,,,,,,,,,,,,,
4054,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2513,NOVARTIS,59,,,,,,,,,,,,,,,,,,
2380,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2158,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2324,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2657,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3353,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3233,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3072,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3115,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2704,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2705,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2742,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2845,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2741,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2842,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2897,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3068,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2882,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2933,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2949,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2950,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3034,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3190,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3071,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2968,NOVARTIS,60,,,,,,,,,,,,,,,,,,
1847,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3116,NOVARTIS,60,,,,,,,,,,,,,,,,,,
2532,NOVARTIS,60,,,,,,,,,,,,,,,,,,
5228,NOVARTIS,60,,,,,,,,,,,,,,,,,,
6731,NOVARTIS,60,,,,,,,,,,,,,,,,,,
4968,NOVARTIS,60,,,,,,,,,,,,,,,,,,
4902,NOVARTIS,60,,,,,,,,,,,,,,,,,,
3102,NOVARTIS,60,,,,,,,,,,,,,,,,,,
4840,NOVARTIS,60,,,,,,,,,,,,,,,,,,
7903,NOVARTIS,60,,,,,,,,,,,,,,,,,,
10881,CAROZZI,01 A,,,,,,,,,,,,,,,,,,
10912,ARCOR,01 A,,,,,,,,,,,,,,,,,,
8261,DAVIS,01 A,,,,,,,,,,,,,,,,,,
11092,DIAGEO,01 A,,,,,,,,,,,,,,,,,,
8474,PAPA JOHNS,01 A,,,,,,,,,,,,,,,,,,
12676,SANITAS,01 A,,,,,,,,,,,,,,,,,,
10960,CHILE ,01 A,,,,,,,,,,,,,,,,,,
7494,FORUS,01 A,,,,,,,,,,,,,,,,,,
7514,DIAGEO,01 A,,,,,,,,,,,,,,,,,,
7709,ELANCO,01 A,,,,,,,,,,,,,,,,,,
8088,ELANCO,01 A,,,,,,,,,,,,,,,,,,
344,EL ROSAL,01 A,,,,,,,,,,,,,,,,,,
8165,DAVIS,01 A,,,,,,,,,,,,,,,,,,
7495,DAVIS,01 A,,,,,,,,,,,,,,,,,,
9139,QUILLAYES,01 A,,,,,,,,,,,,,,,,,,
4422,DAVIS,01 A,,,,,,,,,,,,,,,,,,
11832,SAN PEDRO,01 A,,,,,,,,,,,,,,,,,,
7080,SAN PEDRO,01 A,,,,,,,,,,,,,,,,,,
4539,NOVARTIS,01 A,,,,,,,,,,,,,,,,,,
8184,ELANCO,01 A,,,,,,,,,,,,,,,,,,
2267,DAVIS,01 A,,,,,,,,,,,,,,,,,,
11567,SAN PEDRO,01 A,,,,,,,,,,,,,,,,,,
10035,QUILLAYES,01 A,,,,,,,,,,,,,,,,,,
12066,DAVIS,01 A,,,,,,,,,,,,,,,,,,
7197,DAVIS,01 A,,,,,,,,,,,,,,,,,,
7201,DAVIS,01 A,,,,,,,,,,,,,,,,,,
12406,BAGO,01 A,,,,,,,,,,,,,,,,,,
12299,DAVIS,01 A,,,,,,,,,,,,,,,,,,
12201,DAVIS,01 A,,,,,,,,,,,,,,,,,,
10342,DIAGEO,01 A,,,,,,,,,,,,,,,,,,
10343,DIAGEO,01 A,,,,,,,,,,,,,,,,,,
17694,SYNTHON,01 A,,,,,,,,,,,,,,,,,,
13076,PERNOD,02 A,,,,,,,,,,,,,,,,,,
10883,PETRIZZIO ,02 A,,,,,,,,,,,,,,,,,,
14864,PERNOD,02 A,,,,,,,,,,,,,,,,,,
11144,ECKART,02 A,,,,,,,,,,,,,,,,,,
15756,CAFE DO BRASIL,41,,,,,,,,,,,,,,,,,,
10782,LABOMED,02 A,,,,,,,,,,,,,,,,,,
37043,CHILE ,02 A,,,,,,,,,,,,,,,,,,
6739,DESA,02 A,,,,,,,,,,,,,,,,,,
8273,CHILE ,02 A,,,,,,,,,,,,,,,,,,
5715,LABOMED,02 A,,,,,,,,,,,,,,,,,,
7828,CHILE ,02 A,,,,,,,,,,,,,,,,,,
9411,CHILE ,02 A,,,,,,,,,,,,,,,,,,
5832,DAVIS,02 A,,,,,,,,,,,,,,,,,,
12187,SANTA RITA,02 A,,,,,,,,,,,,,,,,,,
17254,SYNTHON,41,,,,,,,,,,,,,,,,,,
17159,DIAGEO,02 A,,,,,,,,,,,,,,,,,,
7383,DAVIS,02 A,,,,,,,,,,,,,,,,,,
7320,ABBOTT,02 A,,,,,,,,,,,,,,,,,,
2874,CHILE ,02 A,,,,,,,,,,,,,,,,,,
3672,ODF JELL,02 A,,,,,,,,,,,,,,,,,,
2709,DAVIS,02 A,,,,,,,,,,,,,,,,,,
12082,DIAGEO,02 A,,,,,,,,,,,,,,,,,,
10620,BAGO,02 A,,,,,,,,,,,,,,,,,,
7539,ELANCO,02 A,,,,,,,,,,,,,,,,,,
8262,DAVIS,02 A,,,,,,,,,,,,,,,,,,
44533,CHILE ,02 A,,,,,,,,,,,,,,,,,,
8278,DIAGEO,02 A,,,,,,,,,,,,,,,,,,
8317,DESA,02 A,,,,,,,,,,,,,,,,,,
39511,CONCHA Y TORO,02 A,,,,,,,,,,,,,,,,,,
17544,ST ANDREWS,53,,,,,,,,,,,,,,,,,,
17488,CAROZZI,53,,,,,,,,,,,,,,,,,,
18169,PETRIZZIO ,53,,,,,,,,,,,,,,,,,,
16967,VIÑA C Y T,53,,,,,,,,,,,,,,,,,,
67 OT,BAUZA,03 A,,,,,,,,,,,,,,,,,,
1156,BDF,03 A,,,,,,,,,,,,,,,,,,
2913,SANITAS,03 A,,,,,,,,,,,,,,,,,,
4107,SANITAS,03 A,,,,,,,,,,,,,,,,,,
3171,FIBROSONOCO,03 A,,,,,,,,,,,,,,,,,,
1144,CAMBIASO,03 A,,,,,,,,,,,,,,,,,,
46691,DAVIS,03 A,,,,,,,,,,,,,,,,,,
45280,ANDROMACO,03 A,,,,,,,,,,,,,,,,,,
11267,PETRIZZIO ,03 A,,,,,,,,,,,,,,,,,,
44301,MEDIPHARM,03 A,,,,,,,,,,,,,,,,,,
10809,CAROZZI,03 A,,,,,,,,,,,,,,,,,,
9190,QUILLAYES,03 A,,,,,,,,,,,,,,,,,,
621,TUCAPEL,03 A,,,,,,,,,,,,,,,,,,
541,TUCAPEL,03 A,,,,,,,,,,,,,,,,,,
10291,RECALCINE,03 A,,,,,,,,,,,,,,,,,,
1635,AGROSUPER,03 A,,,,,,,,,,,,,,,,,,
43494,RECALCINE,03 A,,,,,,,,,,,,,,,,,,
5007,MEDIPHARM,03 A,,,,,,,,,,,,,,,,,,
3487,EUROMED,03 A,,,,,,,,,,,,,,,,,,
1794,BAGO,03 A,,,,,,,,,,,,,,,,,,
5963,CHILE ,03 A,,,,,,,,,,,,,,,,,,
5878,RECALCINE,03 A,,,,,,,,,,,,,,,,,,
2828,KNOP,03 A,,,,,,,,,,,,,,,,,,
11087,RECALCINE,03 A,,,,,,,,,,,,,,,,,,
7018,ANDROMACO,03 A,,,,,,,,,,,,,,,,,,
3800,FIBROSONOCO,03 A,,,,,,,,,,,,,,,,,,
10364,BDF,03 A,,,,,,,,,,,,,,,,,,
1108,BDF,03 A,,,,,,,,,,,,,,,,,,
7020,ANDROMACO,03 A,,,,,,,,,,,,,,,,,,
14551,UNILEVER,03 A,,,,,,,,,,,,,,,,,,
12687,PERNOD,03 A,,,,,,,,,,,,,,,,,,
12655,FRUSELVA,03 A,,,,,,,,,,,,,,,,,,
17452,DAVIS,53,,,,,,,,,,,,,,,,,,
16237,PERNOD,53,,,,,,,,,,,,,,,,,,
12148,KNOP,04 A,,,,,,,,,,,,,,,,,,
8651,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
4207,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
8629,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
7330,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
4749,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
5828,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
9520,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
5622,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
5692,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
4505,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
2403,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
9601,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
5865,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
10135,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
6213,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
9493,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
3240,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
3199,SAN PEDRO,04 A,,,,,,,,,,,,,,,,,,
